station,easting,northing,elevation
"26267",573651.658,6397877.372,100.000
"26268",573661.420,6397875.201,100.000
"26269",573671.181,6397873.031,100.000
"26270",573680.943,6397870.860,100.000
"26271",573690.705,6397868.690,100.000
"26272",573700.466,6397866.519,100.000
"26273",573710.228,6397864.349,100.000
"26274",573719.989,6397862.178,100.000
"26275",573729.751,6397860.008,100.000
"26276",573739.513,6397857.838,100.000
"26277",573749.274,6397855.667,100.000
"26278",573759.036,6397853.497,100.000
"26279",573768.798,6397851.326,100.000
"26280",573778.559,6397849.156,100.000
"26281",573788.321,6397846.985,100.000
"26282",573798.082,6397844.815,100.000
"26283",573807.168,6397846.393,100.000
"26284",573815.557,6397851.836,100.000
"26285",573823.945,6397857.280,100.000
"26286",573832.334,6397862.723,100.000
"26287",573840.722,6397868.167,100.000
"26288",573849.111,6397873.610,100.000
"26289",573857.500,6397879.054,100.000
"26290",573865.888,6397884.497,100.000
"26291",573874.277,6397889.941,100.000
"26292",573882.665,6397895.384,100.000
"26293",573891.054,6397900.828,100.000
"26294",573899.442,6397906.271,100.000
"26295",573907.831,6397911.715,100.000
"26296",573916.220,6397917.158,100.000
"26297",573924.608,6397922.602,100.000
"26298",573932.997,6397928.045,100.000
"26299",573941.385,6397933.488,100.000
"26300",573949.774,6397938.932,100.000
"26301",573958.163,6397944.375,100.000
"26302",573966.551,6397949.819,100.000
"26303",573974.940,6397955.262,100.000
"26304",573983.328,6397960.706,100.000
"26305",573991.717,6397966.149,100.000
"26306",574000.106,6397971.593,100.000
"26307",574008.494,6397977.036,100.000
"26308",574016.883,6397982.480,100.000
"26309",574025.271,6397987.923,100.000
"26310",574033.660,6397993.367,100.000
"26311",574042.048,6397998.810,100.000
"26312",574050.437,6398004.254,100.000
"26313",574058.826,6398009.697,100.000
"26314",574067.214,6398015.141,100.000
"26315",574075.603,6398020.584,100.000
"26316",574083.991,6398026.028,100.000
"26317",574092.380,6398031.471,100.000
"26318",574100.769,6398036.915,100.000
"26319",574109.157,6398042.358,100.000
"26320",574117.546,6398047.802,100.000
"26321",574125.934,6398053.245,100.000
"26322",574134.323,6398058.689,100.000
"26323",574142.711,6398064.132,100.000
"26324",574151.100,6398069.576,100.000
"26325",574159.489,6398075.019,100.000
"26326",574167.877,6398080.463,100.000
"26327",574176.266,6398085.906,100.000
"26328",574184.654,6398091.350,100.000
"26329",574193.043,6398096.793,100.000
"26330",574201.432,6398102.237,100.000
"26331",574209.820,6398107.680,100.000
"26332",574218.209,6398113.124,100.000
"26333",574226.597,6398118.567,100.000
"26334",574234.986,6398124.011,100.000
"26335",574243.374,6398129.454,100.000
"26336",574251.763,6398134.898,100.000
"26337",574260.152,6398140.341,100.000
"26338",574268.540,6398145.785,100.000
"26339",574276.929,6398151.228,100.000
"26340",574285.317,6398156.672,100.000
"26341",574293.706,6398162.115,100.000
"26342",574302.095,6398167.559,100.000
"26343",574310.483,6398173.002,100.000
"26344",574318.872,6398178.446,100.000
"26345",574327.260,6398183.889,100.000
"26346",574335.649,6398189.333,100.000
"26347",574344.038,6398194.776,100.000
"26348",574352.426,6398200.220,100.000
"26349",574360.815,6398205.663,100.000
"26350",574369.203,6398211.107,100.000
"26351",574377.592,6398216.550,100.000
"26352",574385.980,6398221.994,100.000
"26353",574394.369,6398227.437,100.000
"26354",574402.758,6398232.881,100.000
"26355",574411.146,6398238.324,100.000
"26356",574419.535,6398243.768,100.000
"26357",574427.923,6398249.211,100.000
"26358",574436.312,6398254.655,100.000
"26359",574444.701,6398260.098,100.000
"26360",574453.089,6398265.542,100.000
"26361",574461.478,6398270.985,100.000
"26362",574469.866,6398276.429,100.000
"26363",574478.255,6398281.872,100.000
"26364",574486.643,6398287.316,100.000
"26365",574495.032,6398292.759,100.000
"26366",574503.421,6398298.203,100.000
"26367",574511.809,6398303.646,100.000
"26368",574520.198,6398309.090,100.000
"26369",574528.586,6398314.533,100.000
"26370",574536.975,6398319.977,100.000
"26371",574545.364,6398325.420,100.000
"26372",574553.752,6398330.864,100.000
"26373",574562.141,6398336.307,100.000
"26374",574570.529,6398341.751,100.000
"26375",574578.918,6398347.194,100.000
"26376",574587.306,6398352.638,100.000
"26377",574595.695,6398358.081,100.000
"26378",574604.084,6398363.525,100.000
"26379",574612.472,6398368.968,100.000
"26380",574620.861,6398374.412,100.000
"26381",574629.249,6398379.855,100.000
"26382",574637.638,6398385.299,100.000
"26383",574646.027,6398390.742,100.000
"26384",574654.415,6398396.186,100.000
"26385",574662.804,6398401.629,100.000
"26386",574671.192,6398407.073,100.000
"26387",574679.581,6398412.516,100.000
"26388",574687.970,6398417.960,100.000
"26389",574696.358,6398423.403,100.000
"26390",574704.747,6398428.847,100.000
"26391",574713.135,6398434.290,100.000
"26392",574721.524,6398439.734,100.000
"26393",574729.912,6398445.177,100.000
"26394",574738.301,6398450.621,100.000
"26395",574746.690,6398456.064,100.000
"26396",574755.078,6398461.507,100.000
"26397",574763.467,6398466.951,100.000
"26398",574771.855,6398472.394,100.000
"26399",574780.244,6398477.838,100.000
"26400",574788.633,6398483.281,100.000
"26401",574797.021,6398488.725,100.000
"26402",574805.410,6398494.168,100.000
"26403",574813.798,6398499.612,100.000
"26404",574822.187,6398505.055,100.000
"26405",574830.575,6398510.499,100.000
"26406",574838.964,6398515.942,100.000
"26407",574847.353,6398521.386,100.000
"26408",574855.741,6398526.829,100.000
"26409",574864.130,6398532.273,100.000
"26410",574872.518,6398537.716,100.000
"26411",574880.907,6398543.160,100.000
"26412",574889.296,6398548.603,100.000
"26413",574897.684,6398554.047,100.000
"26414",574906.073,6398559.490,100.000
"26415",574914.461,6398564.934,100.000
"26416",574922.850,6398570.377,100.000
"26417",574931.238,6398575.821,100.000
"26418",574939.627,6398581.264,100.000
"26419",574948.016,6398586.708,100.000
"26420",574956.404,6398592.151,100.000
"26421",574964.793,6398597.595,100.000
"26422",574973.181,6398603.038,100.000
"26423",574981.570,6398608.482,100.000
"26424",574989.959,6398613.925,100.000
"26425",574998.347,6398619.369,100.000
"26426",575006.736,6398624.812,100.000
"26427",575015.124,6398630.256,100.000
"26428",575023.513,6398635.699,100.000
"26429",575031.901,6398641.143,100.000
"26430",575040.290,6398646.586,100.000
"26431",575048.679,6398652.030,100.000
"26432",575057.067,6398657.473,100.000
"26433",575065.456,6398662.917,100.000
"26434",575073.844,6398668.360,100.000
"26435",575082.233,6398673.804,100.000
"26436",575090.622,6398679.247,100.000
"26437",575099.010,6398684.691,100.000
"26438",575107.399,6398690.134,100.000
"26439",575115.787,6398695.578,100.000
"26440",575124.176,6398701.021,100.000
"26441",575132.565,6398706.465,100.000
"26442",575140.953,6398711.908,100.000
"26443",575149.342,6398717.352,100.000
"26444",575157.730,6398722.795,100.000
"26445",575166.119,6398728.239,100.000
"26446",575174.507,6398733.682,100.000
"26447",575182.896,6398739.126,100.000
"26448",575191.285,6398744.569,100.000
"26449",575199.673,6398750.013,100.000
"26450",575208.062,6398755.456,100.000
"26451",575216.450,6398760.900,100.000
"26452",575224.839,6398766.343,100.000
"26453",575233.228,6398771.787,100.000
"26454",575241.616,6398777.230,100.000
"26455",575250.005,6398782.674,100.000
"26456",575258.393,6398788.117,100.000
"26457",575266.782,6398793.561,100.000
"26458",575275.170,6398799.004,100.000
"26459",575283.559,6398804.448,100.000
"26460",575291.948,6398809.891,100.000
"26461",575300.336,6398815.335,100.000
"26462",575308.725,6398820.778,100.000
"26463",575317.113,6398826.222,100.000
"26464",575325.502,6398831.665,100.000
"26465",575333.891,6398837.109,100.000
"26466",575342.279,6398842.552,100.000
"26467",575350.668,6398847.996,100.000
"26468",575359.056,6398853.439,100.000
"26469",575367.445,6398858.883,100.000
"26470",575375.833,6398864.326,100.000
"26471",575384.222,6398869.770,100.000
"26472",575392.611,6398875.213,100.000
"26473",575400.999,6398880.657,100.000
"26474",575409.388,6398886.100,100.000
"26475",575417.776,6398891.544,100.000
"26476",575426.165,6398896.987,100.000
"26477",575434.554,6398902.431,100.000
"26478",575442.942,6398907.874,100.000
"26479",575451.331,6398913.318,100.000
"26480",575459.719,6398918.761,100.000
"26481",575468.108,6398924.205,100.000
"26482",575476.497,6398929.648,100.000
"26483",575484.885,6398935.092,100.000
"26484",575493.274,6398940.535,100.000
"26485",575501.662,6398945.979,100.000
"26486",575510.051,6398951.422,100.000
"26487",575518.439,6398956.866,100.000
"26488",575526.828,6398962.309,100.000
"26489",575535.217,6398967.753,100.000
"26490",575543.605,6398973.196,100.000
"26491",575551.994,6398978.640,100.000
"26492",575560.382,6398984.083,100.000
"26493",575568.771,6398989.526,100.000
"26494",575577.160,6398994.970,100.000
"26495",575585.548,6399000.413,100.000
"26496",575593.937,6399005.857,100.000
"26497",575602.325,6399011.300,100.000
"26498",575610.714,6399016.744,100.000
"26499",575619.102,6399022.187,100.000
"26500",575627.491,6399027.631,100.000
"26501",575635.880,6399033.074,100.000
"26502",575644.268,6399038.518,100.000
"26503",575652.657,6399043.961,100.000
"26504",575661.045,6399049.405,100.000
"26505",575669.434,6399054.848,100.000
"26506",575677.823,6399060.292,100.000
"26507",575686.211,6399065.735,100.000
"26508",575694.600,6399071.179,100.000
"26509",575702.988,6399076.622,100.000
"26510",575711.377,6399082.066,100.000
"26511",575719.765,6399087.509,100.000
"26512",575728.154,6399092.953,100.000
"26513",575736.543,6399098.396,100.000
"26514",575744.931,6399103.840,100.000
"26515",575753.320,6399109.283,100.000
"26516",575761.708,6399114.727,100.000
"26517",575770.097,6399120.170,100.000
"26518",575778.486,6399125.614,100.000
"26519",575786.874,6399131.057,100.000
"26520",575795.263,6399136.501,100.000
"26521",575803.651,6399141.944,100.000
"26522",575812.040,6399147.388,100.000
"26523",575820.429,6399152.831,100.000
"26524",575828.817,6399158.275,100.000
"26525",575837.206,6399163.718,100.000
"26526",575845.594,6399169.162,100.000
"26527",575853.983,6399174.605,100.000
"26528",575862.371,6399180.049,100.000
"26529",575870.760,6399185.492,100.000
"26530",575879.149,6399190.936,100.000
"26531",575887.537,6399196.379,100.000
"26532",575895.926,6399201.823,100.000
"26533",575904.314,6399207.266,100.000
"26534",575912.703,6399212.710,100.000
"26535",575921.092,6399218.153,100.000
"26536",575929.480,6399223.597,100.000
"26537",575937.869,6399229.040,100.000
"26538",575946.257,6399234.484,100.000
"26539",575954.646,6399239.927,100.000
"26540",575963.034,6399245.371,100.000
"26541",575971.423,6399250.814,100.000
"26542",575979.812,6399256.258,100.000
"26543",575988.200,6399261.701,100.000
"26544",575996.589,6399267.145,100.000
"26545",576004.977,6399272.588,100.000
"26546",576013.366,6399278.032,100.000
"26547",576021.755,6399283.475,100.000
"26548",576030.143,6399288.919,100.000
"26549",576038.532,6399294.362,100.000
"26550",576046.920,6399299.806,100.000
"26551",576055.309,6399305.249,100.000
"26552",576063.697,6399310.693,100.000
"26553",576072.086,6399316.136,100.000
"26554",576080.475,6399321.580,100.000
"26555",576088.863,6399327.023,100.000
"26556",576097.252,6399332.467,100.000
"26557",576105.640,6399337.910,100.000
"26558",576114.029,6399343.354,100.000
"26559",576122.418,6399348.797,100.000
"26560",576130.806,6399354.241,100.000
"26561",576139.195,6399359.684,100.000
"26562",576147.583,6399365.128,100.000
"26563",576155.972,6399370.571,100.000
"26564",576164.361,6399376.015,100.000
"26565",576172.749,6399381.458,100.000
"26566",576181.138,6399386.902,100.000
"26567",576189.526,6399392.345,100.000
"26568",576197.915,6399397.789,100.000
"26569",576206.303,6399403.232,100.000
"26570",576214.692,6399408.676,100.000
"26571",576223.081,6399414.119,100.000
"26572",576231.469,6399419.563,100.000
"26573",576239.858,6399425.006,100.000
"26574",576248.246,6399430.450,100.000
"26575",576256.635,6399435.893,100.000
"26576",576265.024,6399441.337,100.000
"26577",576273.412,6399446.780,100.000
"26578",576281.801,6399452.224,100.000
"26579",576290.189,6399457.667,100.000
"26580",576298.578,6399463.111,100.000
"26581",576306.966,6399468.554,100.000
"26582",576315.355,6399473.998,100.000
"26583",576323.744,6399479.441,100.000
"26584",576332.132,6399484.885,100.000
"26585",576340.521,6399490.328,100.000
"26586",576348.909,6399495.772,100.000
"26587",576357.298,6399501.215,100.000
"26588",576365.687,6399506.659,100.000
"26589",576374.075,6399512.102,100.000
"26590",576382.464,6399517.545,100.000
"26591",576390.852,6399522.989,100.000
"26592",576399.241,6399528.432,100.000
"26593",576407.629,6399533.876,100.000
"26594",576416.018,6399539.319,100.000
"26595",576424.407,6399544.763,100.000
"26596",576432.795,6399550.206,100.000
"26597",576441.184,6399555.650,100.000
"26598",576449.572,6399561.093,100.000
"26599",576457.961,6399566.537,100.000
"26600",576466.350,6399571.980,100.000
"26601",576474.738,6399577.424,100.000
"26602",576483.127,6399582.867,100.000
"26603",576491.515,6399588.311,100.000
"26604",576499.904,6399593.754,100.000
"26605",576508.293,6399599.198,100.000
"26606",576516.681,6399604.641,100.000
"26607",576525.070,6399610.085,100.000
"26608",576533.458,6399615.528,100.000
"26609",576541.847,6399620.972,100.000
"26610",576550.235,6399626.415,100.000
"26611",576558.624,6399631.859,100.000
"26612",576567.013,6399637.302,100.000
"26613",576575.401,6399642.746,100.000
"26614",576583.790,6399648.189,100.000
"26615",576592.178,6399653.633,100.000
"26616",576600.567,6399659.076,100.000
"26617",576608.956,6399664.520,100.000
"26618",576617.344,6399669.963,100.000
"26619",576625.733,6399675.407,100.000
"26620",576634.121,6399680.850,100.000
"26621",576642.510,6399686.294,100.000
"26622",576650.898,6399691.737,100.000
"26623",576659.287,6399697.181,100.000
"26624",576667.676,6399702.624,100.000
"26625",576676.064,6399708.068,100.000
"26626",576684.453,6399713.511,100.000
"26627",576692.841,6399718.955,100.000
"26628",576701.230,6399724.398,100.000
"26629",576709.619,6399729.842,100.000
"26630",576718.007,6399735.285,100.000
"26631",576726.396,6399740.729,100.000
"26632",576734.784,6399746.172,100.000
"26633",576743.173,6399751.616,100.000
"26634",576751.561,6399757.059,100.000
"26635",576759.950,6399762.503,100.000
"26636",576768.339,6399767.946,100.000
"26637",576776.727,6399773.390,100.000
"26638",576785.116,6399778.833,100.000
"26639",576793.504,6399784.277,100.000
"26640",576801.893,6399789.720,100.000
"26641",576810.282,6399795.164,100.000
"26642",576818.670,6399800.607,100.000
"26643",576827.059,6399806.051,100.000
"26644",576835.447,6399811.494,100.000
"26645",576843.836,6399816.938,100.000
"26646",576852.225,6399822.381,100.000
"26647",576860.613,6399827.825,100.000
"26648",576869.002,6399833.268,100.000
"26649",576877.390,6399838.712,100.000
"26650",576885.779,6399844.155,100.000
"26651",576894.167,6399849.599,100.000
"26652",576902.556,6399855.042,100.000
"26653",576910.945,6399860.486,100.000
"26654",576919.333,6399865.929,100.000
"26655",576927.722,6399871.373,100.000
"26656",576936.110,6399876.816,100.000
"26657",576944.499,6399882.260,100.000
"26658",576952.888,6399887.703,100.000
"26659",576961.276,6399893.147,100.000
"26660",576969.665,6399898.590,100.000
"26661",576978.053,6399904.034,100.000
"26662",576986.442,6399909.477,100.000
"26663",576994.830,6399914.921,100.000
"26664",577003.219,6399920.364,100.000
"26665",577011.608,6399925.808,100.000
"26666",577019.996,6399931.251,100.000
"26667",577028.385,6399936.695,100.000
"26668",577036.773,6399942.138,100.000
"26669",577045.162,6399947.582,100.000
"26670",577053.551,6399953.025,100.000
"26671",577061.939,6399958.469,100.000
"26672",577070.328,6399963.912,100.000
"26673",577078.716,6399969.356,100.000
"26674",577087.105,6399974.799,100.000
"26675",577095.493,6399980.243,100.000
"26676",577103.882,6399985.686,100.000
"26677",577112.271,6399991.130,100.000
"26678",577120.659,6399996.573,100.000
"26679",577129.048,6400002.017,100.000
"26680",577137.436,6400007.460,100.000
"26681",577145.825,6400012.904,100.000
"26682",577154.214,6400018.347,100.000
"26683",577162.602,6400023.791,100.000
"26684",577170.991,6400029.234,100.000
"26685",577179.379,6400034.678,100.000
"26686",577187.768,6400040.121,100.000
"26687",577196.157,6400045.564,100.000
"26688",577204.545,6400051.008,100.000
"26689",577212.934,6400056.451,100.000
"26690",577221.322,6400061.895,100.000
"26691",577229.711,6400067.338,100.000
"26692",577238.099,6400072.782,100.000
"26693",577246.488,6400078.225,100.000
"26694",577254.877,6400083.669,100.000
"26695",577263.265,6400089.112,100.000
"26696",577271.654,6400094.556,100.000
"26697",577280.042,6400099.999,100.000
"26698",577288.431,6400105.443,100.000
"26699",577296.820,6400110.886,100.000
"26700",577305.208,6400116.330,100.000
"26701",577313.597,6400121.773,100.000
"26702",577321.985,6400127.217,100.000
"26703",577330.374,6400132.660,100.000
"26704",577338.762,6400138.104,100.000
"26705",577347.151,6400143.547,100.000
"26706",577355.540,6400148.991,100.000
"26707",577363.928,6400154.434,100.000
"26708",577372.317,6400159.878,100.000
"26709",577380.705,6400165.321,100.000
"26710",577389.094,6400170.765,100.000
"26711",577397.483,6400176.208,100.000
"26712",577405.871,6400181.652,100.000
"26713",577414.260,6400187.095,100.000
"26714",577422.648,6400192.539,100.000
"26715",577431.037,6400197.982,100.000
"26716",577439.425,6400203.426,100.000
"26717",577447.814,6400208.869,100.000
"26718",577456.203,6400214.313,100.000
"26719",577464.591,6400219.756,100.000
"26720",577472.980,6400225.200,100.000
"26721",577481.368,6400230.643,100.000
"26722",577489.757,6400236.087,100.000
"26723",577498.146,6400241.530,100.000
"26724",577506.534,6400246.974,100.000
"26725",577514.923,6400252.417,100.000
"26726",577523.311,6400257.861,100.000
"26727",577531.700,6400263.304,100.000
"26728",577540.089,6400268.748,100.000
"26729",577548.477,6400274.191,100.000
"26730",577556.866,6400279.635,100.000
"26731",577565.254,6400285.078,100.000
"26732",577573.643,6400290.522,100.000
"26733",577582.031,6400295.965,100.000
"26734",577590.420,6400301.409,100.000
"26735",577598.809,6400306.852,100.000
"26736",577607.197,6400312.296,100.000
"26737",577615.586,6400317.739,100.000
"26738",577623.974,6400323.183,100.000
"26739",577632.363,6400328.626,100.000
"26740",577640.752,6400334.070,100.000
"26741",577649.140,6400339.513,100.000
"26742",577657.529,6400344.957,100.000
"26743",577665.917,6400350.400,100.000
"26744",577674.306,6400355.844,100.000
"26745",577682.694,6400361.287,100.000
"26746",577691.083,6400366.731,100.000
"26747",577699.472,6400372.174,100.000
"26748",577707.860,6400377.618,100.000
"26749",577716.249,6400383.061,100.000
"26750",577724.637,6400388.505,100.000
"26751",577733.026,6400393.948,100.000
"26752",577741.415,6400399.392,100.000
"26753",577749.803,6400404.835,100.000
"26754",577758.192,6400410.279,100.000
"26755",577766.580,6400415.722,100.000
"26756",577774.969,6400421.166,100.000
"26757",577783.357,6400426.609,100.000
"26758",577791.746,6400432.053,100.000
"26759",577800.135,6400437.496,100.000
"26760",577808.523,6400442.940,100.000
"26761",577816.912,6400448.383,100.000
"26762",577825.300,6400453.827,100.000
"26763",577833.774,6400459.073,100.000
"26764",577843.488,6400461.448,100.000
"26765",577853.202,6400463.823,100.000
"26766",577862.916,6400466.198,100.000
"26767",577872.630,6400468.573,100.000
"26768",577882.344,6400470.948,100.000
"26769",577892.057,6400473.323,100.000
"26770",577901.771,6400475.698,100.000
"26771",577911.485,6400478.073,100.000
"26772",577921.199,6400480.448,100.000
"26773",577930.913,6400482.824,100.000
"26774",577940.627,6400485.199,100.000
"26775",577950.341,6400487.574,100.000
"26776",577960.054,6400489.949,100.000
"26777",577969.768,6400492.324,100.000
"26778",577979.482,6400494.699,100.000
"26779",577989.196,6400497.074,100.000
"26780",577998.910,6400499.449,100.000
"26781",578008.624,6400501.824,100.000
"26782",578018.338,6400504.199,100.000
"26783",578028.051,6400506.574,100.000
"26784",578037.765,6400508.949,100.000
"26785",578047.479,6400511.325,100.000
"26786",578057.193,6400513.700,100.000
"26787",578066.907,6400516.075,100.000
"26788",578076.621,6400518.450,100.000
"26789",578086.334,6400520.825,100.000
"26790",578096.048,6400523.200,100.000
"26791",578105.762,6400525.575,100.000
"26792",578115.476,6400527.950,100.000
"26793",578125.190,6400530.325,100.000
"26794",578134.904,6400532.700,100.000
"26795",578144.618,6400535.075,100.000
"26796",578154.331,6400537.451,100.000
"26797",578164.045,6400539.826,100.000
"26798",578173.759,6400542.201,100.000
"26799",578183.473,6400544.576,100.000
"26800",578193.187,6400546.951,100.000
"26801",578202.901,6400549.326,100.000
"26802",578212.615,6400551.701,100.000
"26803",578222.328,6400554.076,100.000
"26804",578232.042,6400556.451,100.000
"26805",578241.756,6400558.826,100.000
"26806",578251.470,6400561.201,100.000
"26807",578261.184,6400563.576,100.000
"26808",578270.898,6400565.952,100.000
"26809",578280.612,6400568.327,100.000
"26810",578290.325,6400570.702,100.000
"26811",578300.039,6400573.077,100.000
"26812",578309.753,6400575.452,100.000
"26813",578319.467,6400577.827,100.000
"26814",578329.181,6400580.202,100.000
"26815",578338.895,6400582.577,100.000
"26816",578348.609,6400584.952,100.000
"26817",578358.322,6400587.327,100.000
"26818",578368.036,6400589.702,100.000
"26819",578377.750,6400592.077,100.000
"26820",578387.464,6400594.453,100.000
"26821",578397.178,6400596.828,100.000
"26822",578406.892,6400599.203,100.000
"26823",578416.606,6400601.578,100.000
"26824",578426.319,6400603.953,100.000
"26825",578436.033,6400606.328,100.000
"26826",578445.747,6400608.703,100.000
"26827",578455.461,6400611.078,100.000
"26828",578465.175,6400613.453,100.000
"26829",578474.889,6400615.828,100.000
"26830",578484.603,6400618.203,100.000
"26831",578494.316,6400620.579,100.000
"26832",578504.030,6400622.954,100.000
"26833",578513.744,6400625.329,100.000
"26834",578523.458,6400627.704,100.000
"26835",578533.172,6400630.079,100.000
"26836",578542.886,6400632.454,100.000
"26837",578552.600,6400634.829,100.000
"26838",578562.313,6400637.204,100.000
"26839",578572.027,6400639.579,100.000
"26840",578581.741,6400641.954,100.000
"26841",578591.455,6400644.329,100.000
"26842",578601.169,6400646.704,100.000
"26843",578610.883,6400649.080,100.000
"26844",578620.596,6400651.455,100.000
"26845",578630.310,6400653.830,100.000
"26846",578640.024,6400656.205,100.000
"26847",578649.738,6400658.580,100.000
"26848",578659.452,6400660.955,100.000
"26849",578669.166,6400663.330,100.000
"26850",578678.880,6400665.705,100.000
"26851",578688.593,6400668.080,100.000
"26852",578698.307,6400670.455,100.000
"26853",578708.021,6400672.830,100.000
"26854",578717.735,6400675.205,100.000
"26855",578727.449,6400677.581,100.000
"26856",578737.163,6400679.956,100.000
"26857",578746.877,6400682.331,100.000
"26858",578756.590,6400684.706,100.000
"26859",578766.304,6400687.081,100.000
"26860",578776.018,6400689.456,100.000
"26861",578785.732,6400691.831,100.000
"26862",578795.446,6400694.206,100.000
"26863",578805.160,6400696.581,100.000
"26864",578814.874,6400698.956,100.000
"26865",578824.587,6400701.331,100.000
"26866",578834.301,6400703.707,100.000
"26867",578844.015,6400706.082,100.000
"26868",578853.729,6400708.457,100.000
"26869",578863.443,6400710.832,100.000
"26870",578873.157,6400713.207,100.000
"26871",578882.871,6400715.582,100.000
"26872",578892.584,6400717.957,100.000
"26873",578902.298,6400720.332,100.000
"26874",578912.012,6400722.707,100.000
"26875",578921.726,6400725.082,100.000
"26876",578931.440,6400727.457,100.000
"26877",578941.154,6400729.832,100.000
"26878",578950.868,6400732.208,100.000
"26879",578960.581,6400734.583,100.000
"26880",578970.295,6400736.958,100.000
"26881",578980.009,6400739.333,100.000
"26882",578989.723,6400741.708,100.000
"26883",578999.437,6400744.083,100.000
"26884",579009.151,6400746.458,100.000
"26885",579018.865,6400748.833,100.000
"26886",579028.578,6400751.208,100.000
"26887",579038.292,6400753.583,100.000
"26888",579048.006,6400755.958,100.000
"26889",579057.720,6400758.333,100.000
"26890",579067.434,6400760.709,100.000
"26891",579077.148,6400763.084,100.000
"26892",579086.861,6400765.459,100.000
"26893",579096.575,6400767.834,100.000
"26894",579106.289,6400770.209,100.000
"26895",579116.003,6400772.584,100.000
"26896",579125.717,6400774.959,100.000
"26897",579135.431,6400777.334,100.000
"26898",579145.145,6400779.709,100.000
"26899",579154.858,6400782.084,100.000
"26900",579164.572,6400784.459,100.000
"26901",579174.286,6400786.835,100.000
"26902",579184.000,6400789.210,100.000
"26903",579193.714,6400791.585,100.000
"26904",579203.428,6400793.960,100.000
"26905",579213.142,6400796.335,100.000
"26906",579222.855,6400798.710,100.000
"26907",579232.569,6400801.085,100.000
"26908",579242.283,6400803.460,100.000
"26909",579251.997,6400805.835,100.000
"26910",579261.711,6400808.210,100.000
"26911",579271.425,6400810.585,100.000
"26912",579281.139,6400812.960,100.000
"26913",579290.852,6400815.336,100.000
"26914",579300.566,6400817.711,100.000
"26915",579310.280,6400820.086,100.000
"26916",579319.994,6400822.461,100.000
"26917",579329.708,6400824.836,100.000
"26918",579339.422,6400827.211,100.000
"26919",579349.136,6400829.586,100.000
"26920",579358.849,6400831.961,100.000
"26921",579368.563,6400834.336,100.000
"26922",579378.277,6400836.711,100.000
"26923",579387.991,6400839.086,100.000
"26924",579397.705,6400841.462,100.000
"26925",579407.419,6400843.837,100.000
"26926",579417.133,6400846.212,100.000
"26927",579426.846,6400848.587,100.000
"26928",579436.560,6400850.962,100.000
"26929",579446.274,6400853.337,100.000
"26930",579455.988,6400855.712,100.000
"26931",579465.702,6400858.087,100.000
"26932",579475.416,6400860.462,100.000
"26933",579485.130,6400862.837,100.000
"26934",579494.843,6400865.212,100.000
"26935",579504.557,6400867.587,100.000
"26936",579514.271,6400869.963,100.000
"26937",579523.985,6400872.338,100.000
"26938",579533.699,6400874.713,100.000
"26939",579543.413,6400877.088,100.000
"26940",579553.127,6400879.463,100.000
"26941",579562.840,6400881.838,100.000
"26942",579572.554,6400884.213,100.000
"26943",579582.268,6400886.588,100.000
"26944",579591.982,6400888.963,100.000
"26945",579601.696,6400891.338,100.000
"26946",579611.410,6400893.713,100.000
"26947",579621.123,6400896.088,100.000
"26948",579630.837,6400898.464,100.000
"26949",579640.551,6400900.839,100.000
"26950",579650.265,6400903.214,100.000
"26951",579659.979,6400905.589,100.000
"26952",579669.693,6400907.964,100.000
"26953",579679.407,6400910.339,100.000
"26954",579689.120,6400912.714,100.000
"26955",579698.834,6400915.089,100.000
"26956",579708.548,6400917.464,100.000
"26957",579718.262,6400919.839,100.000
"26958",579727.976,6400922.214,100.000
"26959",579737.690,6400924.590,100.000
"26960",579747.404,6400926.965,100.000
"26961",579757.117,6400929.340,100.000
"26962",579766.831,6400931.715,100.000
"26963",579776.545,6400934.090,100.000
"26964",579786.259,6400936.465,100.000
"26965",579795.973,6400938.840,100.000
"26966",579805.687,6400941.215,100.000
"26967",579815.401,6400943.590,100.000
"26968",579825.114,6400945.965,100.000
"26969",579834.828,6400948.340,100.000
"26970",579844.542,6400950.715,100.000
"26971",579854.256,6400953.091,100.000
"26972",579863.970,6400955.466,100.000
"26973",579873.684,6400957.841,100.000
"26974",579883.398,6400960.216,100.000
"26975",579893.111,6400962.591,100.000
"26976",579902.825,6400964.966,100.000
"26977",579912.539,6400967.341,100.000
"26978",579922.253,6400969.716,100.000
"26979",579931.967,6400972.091,100.000
"26980",579941.681,6400974.466,100.000
"26981",579951.395,6400976.841,100.000
"26982",579961.108,6400979.216,100.000
"26983",579970.822,6400981.592,100.000
"26984",579980.536,6400983.967,100.000
"26985",579990.250,6400986.342,100.000
"26986",579999.964,6400988.717,100.000
"26987",580009.678,6400991.092,100.000
"26988",580019.392,6400993.467,100.000
"26989",580029.105,6400995.842,100.000
"26990",580038.819,6400998.217,100.000
"26991",580048.533,6401000.592,100.000
"26992",580058.247,6401002.967,100.000
"26993",580067.961,6401005.342,100.000
"26994",580077.675,6401007.718,100.000
"26995",580087.388,6401010.093,100.000
"26996",580097.102,6401012.468,100.000
"26997",580106.816,6401014.843,100.000
"26998",580116.530,6401017.218,100.000
"26999",580126.244,6401019.593,100.000
"27000",580135.958,6401021.968,100.000
"27001",580145.672,6401024.343,100.000
"27002",580155.385,6401026.718,100.000
