station,easting,northing,elevation
"23957",555821.216,6391138.772,100.000
"23958",555831.170,6391137.811,100.000
"23959",555841.123,6391136.849,100.000
"23960",555851.077,6391135.887,100.000
"23961",555861.031,6391134.926,100.000
"23962",555870.984,6391133.964,100.000
"23963",555880.938,6391133.002,100.000
"23964",555890.892,6391132.040,100.000
"23965",555900.845,6391131.079,100.000
"23966",555910.799,6391130.117,100.000
"23967",555920.753,6391129.155,100.000
"23968",555930.706,6391128.194,100.000
"23969",555940.660,6391127.232,100.000
"23970",555950.614,6391126.270,100.000
"23971",555960.567,6391125.309,100.000
"23972",555970.521,6391124.347,100.000
"23973",555980.475,6391123.385,100.000
"23974",555990.428,6391122.424,100.000
"23975",556000.382,6391121.462,100.000
"23976",556010.336,6391120.500,100.000
"23977",556020.289,6391119.538,100.000
"23978",556030.243,6391118.577,100.000
"23979",556040.196,6391117.615,100.000
"23980",556050.150,6391116.653,100.000
"23981",556060.104,6391115.692,100.000
"23982",556070.057,6391114.730,100.000
"23983",556080.011,6391113.768,100.000
"23984",556089.965,6391112.807,100.000
"23985",556099.918,6391111.845,100.000
"23986",556109.872,6391110.883,100.000
"23987",556119.826,6391109.922,100.000
"23988",556129.779,6391108.960,100.000
"23989",556139.733,6391107.998,100.000
"23990",556149.687,6391107.036,100.000
"23991",556159.640,6391106.075,100.000
"23992",556169.594,6391105.113,100.000
"23993",556179.548,6391104.151,100.000
"23994",556189.501,6391103.190,100.000
"23995",556199.455,6391102.228,100.000
"23996",556209.409,6391101.266,100.000
"23997",556219.362,6391100.305,100.000
"23998",556229.316,6391099.343,100.000
"23999",556239.269,6391098.381,100.000
"24000",556249.223,6391097.420,100.000
"24001",556259.177,6391096.458,100.000
"24002",556269.130,6391095.496,100.000
"24003",556279.084,6391094.534,100.000
"24004",556289.038,6391093.573,100.000
"24005",556298.991,6391092.611,100.000
"24006",556308.945,6391091.649,100.000
"24007",556318.899,6391090.688,100.000
"24008",556328.852,6391089.726,100.000
"24009",556338.806,6391088.764,100.000
"24010",556348.760,6391087.803,100.000
"24011",556358.713,6391086.841,100.000
"24012",556368.667,6391085.879,100.000
"24013",556378.621,6391084.918,100.000
"24014",556388.574,6391083.956,100.000
"24015",556398.528,6391082.994,100.000
"24016",556408.482,6391082.032,100.000
"24017",556418.435,6391081.071,100.000
"24018",556428.389,6391080.109,100.000
"24019",556438.342,6391079.147,100.000
"24020",556448.296,6391078.186,100.000
"24021",556458.250,6391077.224,100.000
"24022",556468.203,6391076.262,100.000
"24023",556478.157,6391075.301,100.000
"24024",556488.111,6391074.339,100.000
"24025",556498.064,6391073.377,100.000
"24026",556508.018,6391072.416,100.000
"24027",556517.972,6391071.454,100.000
"24028",556527.925,6391070.492,100.000
"24029",556537.879,6391069.531,100.000
"24030",556547.833,6391068.569,100.000
"24031",556557.786,6391067.607,100.000
"24032",556567.740,6391066.645,100.000
"24033",556577.694,6391065.684,100.000
"24034",556587.647,6391064.722,100.000
"24035",556597.601,6391063.760,100.000
"24036",556607.555,6391062.799,100.000
"24037",556617.508,6391061.837,100.000
"24038",556627.462,6391060.875,100.000
"24039",556637.415,6391059.914,100.000
"24040",556647.369,6391058.952,100.000
"24041",556657.323,6391057.990,100.000
"24042",556667.276,6391057.029,100.000
"24043",556677.230,6391056.067,100.000
"24044",556687.184,6391055.105,100.000
"24045",556697.137,6391054.143,100.000
"24046",556707.091,6391053.182,100.000
"24047",556717.045,6391052.220,100.000
"24048",556726.998,6391051.258,100.000
"24049",556736.952,6391050.297,100.000
"24050",556746.906,6391049.335,100.000
"24051",556756.859,6391048.373,100.000
"24052",556766.813,6391047.412,100.000
"24053",556776.767,6391046.450,100.000
"24054",556786.720,6391045.488,100.000
"24055",556796.674,6391044.527,100.000
"24056",556806.628,6391043.565,100.000
"24057",556816.581,6391042.603,100.000
"24058",556826.535,6391041.641,100.000
"24059",556836.488,6391040.680,100.000
"24060",556846.442,6391039.718,100.000
"24061",556856.396,6391038.756,100.000
"24062",556866.349,6391037.795,100.000
"24063",556876.303,6391036.833,100.000
"24064",556886.257,6391035.871,100.000
"24065",556896.210,6391034.910,100.000
"24066",556906.164,6391033.948,100.000
"24067",556916.118,6391032.986,100.000
"24068",556926.071,6391032.025,100.000
"24069",556936.025,6391031.063,100.000
"24070",556945.979,6391030.101,100.000
"24071",556955.932,6391029.139,100.000
"24072",556965.886,6391028.178,100.000
"24073",556975.840,6391027.216,100.000
"24074",556985.793,6391026.254,100.000
"24075",556995.747,6391025.293,100.000
"24076",557005.701,6391024.331,100.000
"24077",557015.654,6391023.369,100.000
"24078",557025.608,6391022.408,100.000
"24079",557035.561,6391021.446,100.000
"24080",557045.515,6391020.484,100.000
"24081",557055.469,6391019.523,100.000
"24082",557065.422,6391018.561,100.000
"24083",557075.376,6391017.599,100.000
"24084",557085.330,6391016.638,100.000
"24085",557095.283,6391015.676,100.000
"24086",557105.237,6391014.714,100.000
"24087",557115.191,6391013.752,100.000
"24088",557125.144,6391012.791,100.000
"24089",557135.098,6391011.829,100.000
"24090",557145.052,6391010.867,100.000
"24091",557155.005,6391009.906,100.000
"24092",557164.959,6391008.944,100.000
"24093",557174.913,6391007.982,100.000
"24094",557184.866,6391007.021,100.000
"24095",557194.820,6391006.059,100.000
"24096",557204.774,6391005.097,100.000
"24097",557214.727,6391004.136,100.000
"24098",557224.681,6391003.174,100.000
"24099",557234.634,6391002.212,100.000
"24100",557244.588,6391001.250,100.000
"24101",557254.542,6391000.289,100.000
"24102",557264.495,6390999.327,100.000
"24103",557274.449,6390998.365,100.000
"24104",557284.403,6390997.404,100.000
"24105",557294.356,6390996.442,100.000
"24106",557304.310,6390995.480,100.000
"24107",557314.264,6390994.519,100.000
"24108",557324.217,6390993.557,100.000
"24109",557334.171,6390992.595,100.000
"24110",557344.125,6390991.634,100.000
"24111",557354.078,6390990.672,100.000
"24112",557364.032,6390989.710,100.000
"24113",557373.986,6390988.748,100.000
"24114",557383.939,6390987.787,100.000
"24115",557393.893,6390986.825,100.000
"24116",557403.847,6390985.863,100.000
"24117",557413.800,6390984.902,100.000
"24118",557423.754,6390983.940,100.000
"24119",557433.707,6390982.978,100.000
"24120",557443.661,6390982.017,100.000
"24121",557453.615,6390981.055,100.000
"24122",557463.568,6390980.093,100.000
"24123",557473.522,6390979.132,100.000
"24124",557483.476,6390978.170,100.000
"24125",557493.429,6390977.208,100.000
"24126",557503.383,6390976.246,100.000
"24127",557513.337,6390975.285,100.000
"24128",557523.290,6390974.323,100.000
"24129",557533.244,6390973.361,100.000
"24130",557543.198,6390972.400,100.000
"24131",557553.151,6390971.438,100.000
"24132",557563.105,6390970.476,100.000
"24133",557573.059,6390969.515,100.000
"24134",557583.012,6390968.553,100.000
"24135",557592.966,6390967.591,100.000
"24136",557602.920,6390966.630,100.000
"24137",557612.873,6390965.668,100.000
"24138",557622.827,6390964.706,100.000
"24139",557632.780,6390963.745,100.000
"24140",557642.734,6390962.783,100.000
"24141",557652.688,6390961.821,100.000
"24142",557662.641,6390960.859,100.000
"24143",557672.595,6390959.898,100.000
"24144",557682.549,6390958.936,100.000
"24145",557692.502,6390957.974,100.000
"24146",557702.456,6390957.013,100.000
"24147",557712.410,6390956.051,100.000
"24148",557722.363,6390955.089,100.000
"24149",557732.317,6390954.128,100.000
"24150",557742.271,6390953.166,100.000
"24151",557752.224,6390952.204,100.000
"24152",557762.178,6390951.243,100.000
"24153",557772.132,6390950.281,100.000
"24154",557782.085,6390949.319,100.000
"24155",557792.039,6390948.357,100.000
"24156",557801.993,6390947.396,100.000
"24157",557811.946,6390946.434,100.000
"24158",557821.900,6390945.472,100.000
"24159",557831.853,6390944.511,100.000
"24160",557841.807,6390943.549,100.000
"24161",557851.761,6390942.587,100.000
"24162",557861.714,6390941.626,100.000
"24163",557871.668,6390940.664,100.000
"24164",557881.622,6390939.702,100.000
"24165",557891.575,6390938.741,100.000
"24166",557901.529,6390937.779,100.000
"24167",557911.483,6390936.817,100.000
"24168",557921.436,6390935.855,100.000
"24169",557931.390,6390934.894,100.000
"24170",557941.344,6390933.932,100.000
"24171",557951.297,6390932.970,100.000
"24172",557961.251,6390932.009,100.000
"24173",557971.205,6390931.047,100.000
"24174",557981.158,6390930.085,100.000
"24175",557991.112,6390929.124,100.000
"24176",558001.066,6390928.162,100.000
"24177",558011.019,6390927.200,100.000
"24178",558020.973,6390926.239,100.000
"24179",558030.926,6390925.277,100.000
"24180",558040.880,6390924.315,100.000
"24181",558050.834,6390923.353,100.000
"24182",558060.787,6390922.392,100.000
"24183",558070.741,6390921.430,100.000
"24184",558080.695,6390920.468,100.000
"24185",558090.648,6390919.507,100.000
"24186",558100.602,6390918.545,100.000
"24187",558110.556,6390917.583,100.000
"24188",558120.509,6390916.622,100.000
"24189",558130.463,6390915.660,100.000
"24190",558140.417,6390914.698,100.000
"24191",558150.370,6390913.737,100.000
"24192",558160.324,6390912.775,100.000
"24193",558170.278,6390911.813,100.000
"24194",558180.231,6390910.851,100.000
"24195",558190.185,6390909.890,100.000
"24196",558200.139,6390908.928,100.000
"24197",558210.092,6390907.966,100.000
"24198",558220.046,6390907.005,100.000
"24199",558229.999,6390906.043,100.000
"24200",558239.953,6390905.081,100.000
"24201",558249.907,6390904.120,100.000
"24202",558259.860,6390903.158,100.000
"24203",558269.814,6390902.196,100.000
"24204",558279.768,6390901.235,100.000
"24205",558289.721,6390900.273,100.000
"24206",558299.675,6390899.311,100.000
"24207",558309.629,6390898.350,100.000
"24208",558319.582,6390897.388,100.000
"24209",558329.536,6390896.426,100.000
"24210",558339.490,6390895.464,100.000
"24211",558349.443,6390894.503,100.000
"24212",558359.397,6390893.541,100.000
"24213",558369.351,6390892.579,100.000
"24214",558379.304,6390891.618,100.000
"24215",558389.258,6390890.656,100.000
"24216",558399.212,6390889.694,100.000
"24217",558409.165,6390888.733,100.000
"24218",558419.119,6390887.771,100.000
"24219",558429.072,6390886.809,100.000
"24220",558439.026,6390885.848,100.000
"24221",558448.980,6390884.886,100.000
"24222",558458.933,6390883.924,100.000
"24223",558468.887,6390882.962,100.000
"24224",558478.841,6390882.001,100.000
"24225",558488.794,6390881.039,100.000
"24226",558498.748,6390880.077,100.000
"24227",558508.702,6390879.116,100.000
"24228",558518.655,6390878.154,100.000
"24229",558528.609,6390877.192,100.000
"24230",558538.563,6390876.231,100.000
"24231",558548.516,6390875.269,100.000
"24232",558558.470,6390874.307,100.000
"24233",558568.424,6390873.346,100.000
"24234",558578.377,6390872.384,100.000
"24235",558588.331,6390871.422,100.000
"24236",558598.285,6390870.460,100.000
"24237",558608.238,6390869.499,100.000
"24238",558618.192,6390868.537,100.000
"24239",558628.145,6390867.575,100.000
"24240",558638.099,6390866.614,100.000
"24241",558648.053,6390865.652,100.000
"24242",558658.006,6390864.690,100.000
"24243",558667.960,6390863.729,100.000
"24244",558677.914,6390862.767,100.000
"24245",558687.867,6390861.805,100.000
"24246",558697.821,6390860.844,100.000
"24247",558707.775,6390859.882,100.000
"24248",558717.728,6390858.920,100.000
"24249",558727.682,6390857.958,100.000
"24250",558737.636,6390856.997,100.000
"24251",558747.589,6390856.035,100.000
"24252",558757.543,6390855.073,100.000
"24253",558767.497,6390854.112,100.000
"24254",558777.450,6390853.150,100.000
"24255",558787.404,6390852.188,100.000
"24256",558797.358,6390851.227,100.000
"24257",558807.311,6390850.265,100.000
"24258",558817.265,6390849.303,100.000
"24259",558827.218,6390848.342,100.000
"24260",558837.172,6390847.380,100.000
"24261",558847.126,6390846.418,100.000
"24262",558857.079,6390845.457,100.000
"24263",558867.033,6390844.495,100.000
"24264",558876.987,6390843.533,100.000
"24265",558886.940,6390842.571,100.000
"24266",558896.894,6390841.610,100.000
"24267",558905.325,6390844.427,100.000
"24268",558911.830,6390852.022,100.000
"24269",558918.336,6390859.616,100.000
"24270",558924.841,6390867.211,100.000
"24271",558931.346,6390874.806,100.000
"24272",558937.852,6390882.400,100.000
"24273",558944.357,6390889.995,100.000
"24274",558950.863,6390897.590,100.000
"24275",558957.368,6390905.185,100.000
"24276",558963.874,6390912.779,100.000
"24277",558970.379,6390920.374,100.000
"24278",558976.885,6390927.969,100.000
"24279",558983.390,6390935.563,100.000
"24280",558989.895,6390943.158,100.000
"24281",558996.401,6390950.753,100.000
"24282",559002.906,6390958.347,100.000
"24283",559009.412,6390965.942,100.000
"24284",559015.917,6390973.537,100.000
"24285",559022.423,6390981.132,100.000
"24286",559028.928,6390988.726,100.000
"24287",559035.433,6390996.321,100.000
"24288",559041.939,6391003.916,100.000
"24289",559048.444,6391011.510,100.000
"24290",559054.950,6391019.105,100.000
"24291",559061.455,6391026.700,100.000
"24292",559067.961,6391034.294,100.000
"24293",559074.466,6391041.889,100.000
"24294",559080.971,6391049.484,100.000
"24295",559087.477,6391057.078,100.000
"24296",559093.982,6391064.673,100.000
"24297",559100.488,6391072.268,100.000
"24298",559106.993,6391079.863,100.000
"24299",559113.499,6391087.457,100.000
"24300",559120.004,6391095.052,100.000
"24301",559126.509,6391102.647,100.000
"24302",559133.015,6391110.241,100.000
"24303",559139.520,6391117.836,100.000
"24304",559146.026,6391125.431,100.000
"24305",559152.531,6391133.025,100.000
"24306",559159.037,6391140.620,100.000
"24307",559165.542,6391148.215,100.000
"24308",559172.047,6391155.809,100.000
"24309",559178.553,6391163.404,100.000
"24310",559185.058,6391170.999,100.000
"24311",559191.564,6391178.594,100.000
"24312",559198.069,6391186.188,100.000
"24313",559204.575,6391193.783,100.000
"24314",559211.080,6391201.378,100.000
"24315",559217.585,6391208.972,100.000
"24316",559224.091,6391216.567,100.000
"24317",559230.596,6391224.162,100.000
"24318",559237.102,6391231.756,100.000
"24319",559243.607,6391239.351,100.000
"24320",559250.113,6391246.946,100.000
"24321",559256.618,6391254.540,100.000
"24322",559263.123,6391262.135,100.000
"24323",559269.629,6391269.730,100.000
"24324",559276.134,6391277.325,100.000
"24325",559282.640,6391284.919,100.000
"24326",559289.145,6391292.514,100.000
"24327",559295.651,6391300.109,100.000
"24328",559302.156,6391307.703,100.000
"24329",559308.661,6391315.298,100.000
"24330",559315.167,6391322.893,100.000
"24331",559321.672,6391330.487,100.000
"24332",559328.178,6391338.082,100.000
"24333",559334.683,6391345.677,100.000
"24334",559341.189,6391353.271,100.000
"24335",559347.694,6391360.866,100.000
"24336",559354.199,6391368.461,100.000
"24337",559360.705,6391376.056,100.000
"24338",559367.210,6391383.650,100.000
"24339",559373.716,6391391.245,100.000
"24340",559380.221,6391398.840,100.000
"24341",559386.727,6391406.434,100.000
"24342",559393.232,6391414.029,100.000
"24343",559399.738,6391421.624,100.000
"24344",559406.243,6391429.218,100.000
"24345",559412.748,6391436.813,100.000
"24346",559419.254,6391444.408,100.000
"24347",559425.759,6391452.003,100.000
"24348",559432.265,6391459.597,100.000
"24349",559438.770,6391467.192,100.000
"24350",559445.276,6391474.787,100.000
"24351",559451.781,6391482.381,100.000
"24352",559458.286,6391489.976,100.000
"24353",559464.792,6391497.571,100.000
"24354",559471.297,6391505.165,100.000
"24355",559477.803,6391512.760,100.000
"24356",559484.308,6391520.355,100.000
"24357",559490.814,6391527.949,100.000
"24358",559496.370,6391536.033,100.000
"24359",559498.779,6391545.739,100.000
"24360",559501.188,6391555.444,100.000
"24361",559503.597,6391565.150,100.000
"24362",559506.006,6391574.855,100.000
"24363",559508.415,6391584.561,100.000
"24364",559510.824,6391594.266,100.000
"24365",559513.233,6391603.972,100.000
"24366",559515.642,6391613.677,100.000
"24367",559518.051,6391623.383,100.000
"24368",559520.460,6391633.088,100.000
"24369",559522.869,6391642.794,100.000
"24370",559525.278,6391652.499,100.000
"24371",559527.687,6391662.205,100.000
"24372",559530.096,6391671.910,100.000
"24373",559532.505,6391681.616,100.000
"24374",559534.914,6391691.321,100.000
"24375",559537.323,6391701.027,100.000
"24376",559539.732,6391710.732,100.000
"24377",559542.141,6391720.438,100.000
"24378",559544.551,6391730.143,100.000
"24379",559546.960,6391739.849,100.000
"24380",559549.369,6391749.554,100.000
"24381",559551.778,6391759.259,100.000
"24382",559554.187,6391768.965,100.000
"24383",559556.596,6391778.670,100.000
"24384",559559.005,6391788.376,100.000
"24385",559561.414,6391798.081,100.000
"24386",559563.823,6391807.787,100.000
"24387",559566.232,6391817.492,100.000
"24388",559568.641,6391827.198,100.000
"24389",559571.050,6391836.903,100.000
"24390",559573.459,6391846.609,100.000
"24391",559575.868,6391856.314,100.000
"24392",559578.277,6391866.020,100.000
"24393",559580.686,6391875.725,100.000
"24394",559583.095,6391885.431,100.000
"24395",559585.504,6391895.136,100.000
"24396",559587.913,6391904.842,100.000
"24397",559590.322,6391914.547,100.000
"24398",559592.731,6391924.253,100.000
"24399",559595.140,6391933.958,100.000
"24400",559597.549,6391943.664,100.000
"24401",559599.958,6391953.369,100.000
"24402",559602.367,6391963.075,100.000
"24403",559604.776,6391972.780,100.000
"24404",559607.185,6391982.486,100.000
"24405",559609.594,6391992.191,100.000
"24406",559612.003,6392001.897,100.000
"24407",559614.412,6392011.602,100.000
"24408",559616.822,6392021.308,100.000
"24409",559619.231,6392031.013,100.000
"24410",559621.640,6392040.719,100.000
"24411",559624.049,6392050.424,100.000
"24412",559626.458,6392060.130,100.000
"24413",559628.867,6392069.835,100.000
"24414",559631.276,6392079.541,100.000
"24415",559633.685,6392089.246,100.000
"24416",559636.094,6392098.952,100.000
"24417",559638.503,6392108.657,100.000
"24418",559640.912,6392118.363,100.000
"24419",559643.321,6392128.068,100.000
"24420",559645.730,6392137.774,100.000
"24421",559648.139,6392147.479,100.000
"24422",559650.548,6392157.185,100.000
"24423",559652.957,6392166.890,100.000
"24424",559655.366,6392176.596,100.000
"24425",559657.775,6392186.301,100.000
"24426",559660.184,6392196.007,100.000
"24427",559662.593,6392205.712,100.000
"24428",559665.002,6392215.418,100.000
"24429",559667.411,6392225.123,100.000
"24430",559669.820,6392234.829,100.000
"24431",559672.229,6392244.534,100.000
"24432",559674.638,6392254.240,100.000
"24433",559677.047,6392263.945,100.000
"24434",559679.456,6392273.651,100.000
"24435",559681.865,6392283.356,100.000
"24436",559684.274,6392293.062,100.000
"24437",559686.683,6392302.767,100.000
"24438",559689.092,6392312.473,100.000
"24439",559691.502,6392322.178,100.000
"24440",559693.911,6392331.883,100.000
"24441",559696.320,6392341.589,100.000
"24442",559698.729,6392351.294,100.000
"24443",559701.138,6392361.000,100.000
"24444",559703.547,6392370.705,100.000
"24445",559705.956,6392380.411,100.000
"24446",559708.365,6392390.116,100.000
"24447",559710.774,6392399.822,100.000
"24448",559713.183,6392409.527,100.000
"24449",559715.592,6392419.233,100.000
"24450",559718.001,6392428.938,100.000
"24451",559720.410,6392438.644,100.000
"24452",559722.819,6392448.349,100.000
"24453",559725.228,6392458.055,100.000
"24454",559727.637,6392467.760,100.000
"24455",559730.046,6392477.466,100.000
"24456",559732.455,6392487.171,100.000
"24457",559734.864,6392496.877,100.000
"24458",559737.273,6392506.582,100.000
"24459",559739.682,6392516.288,100.000
"24460",559742.091,6392525.993,100.000
"24461",559744.500,6392535.699,100.000
"24462",559746.909,6392545.404,100.000
"24463",559749.318,6392555.110,100.000
"24464",559751.727,6392564.815,100.000
"24465",559754.136,6392574.521,100.000
"24466",559756.545,6392584.226,100.000
"24467",559758.954,6392593.932,100.000
"24468",559761.363,6392603.637,100.000
"24469",559763.773,6392613.343,100.000
"24470",559766.182,6392623.048,100.000
"24471",559768.591,6392632.754,100.000
"24472",559771.000,6392642.459,100.000
"24473",559773.409,6392652.165,100.000
"24474",559775.818,6392661.870,100.000
"24475",559778.227,6392671.576,100.000
"24476",559780.636,6392681.281,100.000
"24477",559783.045,6392690.987,100.000
"24478",559785.454,6392700.692,100.000
"24479",559787.863,6392710.398,100.000
"24480",559790.272,6392720.103,100.000
"24481",559792.681,6392729.809,100.000
"24482",559795.090,6392739.514,100.000
"24483",559797.499,6392749.220,100.000
"24484",559799.908,6392758.925,100.000
"24485",559802.317,6392768.631,100.000
"24486",559804.726,6392778.336,100.000
"24487",559807.135,6392788.042,100.000
"24488",559809.544,6392797.747,100.000
"24489",559811.953,6392807.453,100.000
"24490",559814.362,6392817.158,100.000
"24491",559816.771,6392826.864,100.000
"24492",559819.180,6392836.569,100.000
"24493",559821.589,6392846.275,100.000
"24494",559823.998,6392855.980,100.000
"24495",559826.407,6392865.686,100.000
"24496",559828.816,6392875.391,100.000
"24497",559831.225,6392885.096,100.000
"24498",559833.634,6392894.802,100.000
"24499",559836.043,6392904.507,100.000
"24500",559838.453,6392914.213,100.000
"24501",559840.862,6392923.918,100.000
"24502",559843.271,6392933.624,100.000
"24503",559845.680,6392943.329,100.000
"24504",559848.089,6392953.035,100.000
"24505",559850.498,6392962.740,100.000
"24506",559852.907,6392972.446,100.000
"24507",559855.316,6392982.151,100.000
"24508",559857.725,6392991.857,100.000
"24509",559860.134,6393001.562,100.000
"24510",559862.543,6393011.268,100.000
"24511",559864.952,6393020.973,100.000
"24512",559867.361,6393030.679,100.000
"24513",559869.770,6393040.384,100.000
"24514",559872.179,6393050.090,100.000
"24515",559874.588,6393059.795,100.000
"24516",559876.997,6393069.501,100.000
"24517",559879.406,6393079.206,100.000
"24518",559881.815,6393088.912,100.000
"24519",559884.224,6393098.617,100.000
"24520",559886.633,6393108.323,100.000
"24521",559889.042,6393118.028,100.000
"24522",559891.451,6393127.734,100.000
"24523",559893.860,6393137.439,100.000
"24524",559896.269,6393147.145,100.000
"24525",559898.678,6393156.850,100.000
"24526",559901.087,6393166.556,100.000
"24527",559903.496,6393176.261,100.000
"24528",559905.905,6393185.967,100.000
"24529",559908.314,6393195.672,100.000
"24530",559910.724,6393205.378,100.000
"24531",559913.133,6393215.083,100.000
"24532",559915.542,6393224.789,100.000
"24533",559917.951,6393234.494,100.000
"24534",559920.360,6393244.200,100.000
"24535",559922.769,6393253.905,100.000
"24536",559925.178,6393263.611,100.000
"24537",559927.587,6393273.316,100.000
"24538",559929.996,6393283.022,100.000
"24539",559932.405,6393292.727,100.000
"24540",559934.814,6393302.433,100.000
"24541",559937.223,6393312.138,100.000
"24542",559939.632,6393321.844,100.000
"24543",559942.041,6393331.549,100.000
"24544",559944.450,6393341.255,100.000
"24545",559946.859,6393350.960,100.000
"24546",559949.268,6393360.666,100.000
"24547",559951.677,6393370.371,100.000
"24548",559954.086,6393380.077,100.000
"24549",559956.495,6393389.782,100.000
"24550",559958.904,6393399.488,100.000
"24551",559961.313,6393409.193,100.000
"24552",559963.722,6393418.899,100.000
"24553",559966.131,6393428.604,100.000
"24554",559968.540,6393438.309,100.000
"24555",559970.949,6393448.015,100.000
"24556",559973.358,6393457.720,100.000
"24557",559975.767,6393467.426,100.000
"24558",559978.176,6393477.131,100.000
"24559",559980.585,6393486.837,100.000
"24560",559982.994,6393496.542,100.000
"24561",559985.404,6393506.248,100.000
"24562",559987.813,6393515.953,100.000
"24563",559990.222,6393525.659,100.000
"24564",559992.631,6393535.364,100.000
"24565",559995.040,6393545.070,100.000
"24566",559997.449,6393554.775,100.000
"24567",559999.858,6393564.481,100.000
"24568",560002.267,6393574.186,100.000
"24569",560004.676,6393583.892,100.000
"24570",560007.085,6393593.597,100.000
"24571",560009.494,6393603.303,100.000
"24572",560011.903,6393613.008,100.000
"24573",560014.312,6393622.714,100.000
"24574",560016.721,6393632.419,100.000
"24575",560019.130,6393642.125,100.000
"24576",560021.539,6393651.830,100.000
"24577",560023.948,6393661.536,100.000
"24578",560026.357,6393671.241,100.000
"24579",560028.766,6393680.947,100.000
"24580",560031.175,6393690.652,100.000
"24581",560033.584,6393700.358,100.000
"24582",560035.993,6393710.063,100.000
"24583",560038.402,6393719.769,100.000
"24584",560040.811,6393729.474,100.000
"24585",560043.220,6393739.180,100.000
"24586",560045.629,6393748.885,100.000
"24587",560048.038,6393758.591,100.000
"24588",560050.447,6393768.296,100.000
"24589",560052.856,6393778.002,100.000
"24590",560055.265,6393787.707,100.000
"24591",560057.675,6393797.413,100.000
"24592",560060.084,6393807.118,100.000
"24593",560062.493,6393816.824,100.000
"24594",560064.902,6393826.529,100.000
"24595",560067.311,6393836.235,100.000
"24596",560069.720,6393845.940,100.000
"24597",560072.129,6393855.646,100.000
"24598",560074.538,6393865.351,100.000
"24599",560076.947,6393875.057,100.000
"24600",560079.356,6393884.762,100.000
"24601",560081.765,6393894.468,100.000
"24602",560084.174,6393904.173,100.000
"24603",560086.583,6393913.879,100.000
"24604",560088.992,6393923.584,100.000
"24605",560091.401,6393933.290,100.000
"24606",560093.810,6393942.995,100.000
"24607",560096.219,6393952.701,100.000
"24608",560098.628,6393962.406,100.000
"24609",560101.037,6393972.112,100.000
"24610",560103.446,6393981.817,100.000
"24611",560105.855,6393991.522,100.000
"24612",560108.264,6394001.228,100.000
"24613",560110.673,6394010.933,100.000
"24614",560113.082,6394020.639,100.000
"24615",560115.491,6394030.344,100.000
"24616",560117.900,6394040.050,100.000
"24617",560120.309,6394049.755,100.000
"24618",560122.718,6394059.461,100.000
"24619",560125.127,6394069.166,100.000
"24620",560127.536,6394078.872,100.000
"24621",560129.946,6394088.577,100.000
"24622",560132.355,6394098.283,100.000
"24623",560134.764,6394107.988,100.000
"24624",560137.173,6394117.694,100.000
"24625",560139.582,6394127.399,100.000
"24626",560141.991,6394137.105,100.000
"24627",560144.400,6394146.810,100.000
"24628",560146.809,6394156.516,100.000
"24629",560149.218,6394166.221,100.000
"24630",560151.627,6394175.927,100.000
"24631",560154.036,6394185.632,100.000
"24632",560156.445,6394195.338,100.000
"24633",560158.854,6394205.043,100.000
"24634",560161.263,6394214.749,100.000
"24635",560163.672,6394224.454,100.000
"24636",560166.081,6394234.160,100.000
"24637",560168.490,6394243.865,100.000
"24638",560170.899,6394253.571,100.000
"24639",560173.308,6394263.276,100.000
"24640",560175.717,6394272.982,100.000
"24641",560178.126,6394282.687,100.000
"24642",560180.535,6394292.393,100.000
"24643",560182.944,6394302.098,100.000
"24644",560185.353,6394311.804,100.000
"24645",560187.762,6394321.509,100.000
"24646",560190.171,6394331.215,100.000
"24647",560192.580,6394340.920,100.000
"24648",560194.989,6394350.626,100.000
"24649",560197.398,6394360.331,100.000
"24650",560199.807,6394370.037,100.000
"24651",560202.216,6394379.742,100.000
"24652",560204.626,6394389.448,100.000
"24653",560207.035,6394399.153,100.000
"24654",560209.444,6394408.859,100.000
"24655",560211.853,6394418.564,100.000
"24656",560214.262,6394428.270,100.000
"24657",560216.671,6394437.975,100.000
"24658",560219.080,6394447.681,100.000
"24659",560221.943,6394457.243,100.000
"24660",560225.522,6394466.581,100.000
"24661",560229.100,6394475.919,100.000
"24662",560232.678,6394485.257,100.000
"24663",560236.257,6394494.594,100.000
"24664",560239.835,6394503.932,100.000
"24665",560243.414,6394513.270,100.000
"24666",560246.992,6394522.608,100.000
"24667",560250.571,6394531.946,100.000
"24668",560254.149,6394541.283,100.000
"24669",560257.728,6394550.621,100.000
"24670",560261.306,6394559.959,100.000
"24671",560264.885,6394569.297,100.000
"24672",560268.463,6394578.635,100.000
"24673",560272.042,6394587.972,100.000
"24674",560275.620,6394597.310,100.000
"24675",560279.199,6394606.648,100.000
"24676",560282.777,6394615.986,100.000
"24677",560286.356,6394625.324,100.000
"24678",560289.934,6394634.661,100.000
"24679",560293.513,6394643.999,100.000
"24680",560297.091,6394653.337,100.000
"24681",560300.670,6394662.675,100.000
"24682",560304.248,6394672.013,100.000
"24683",560307.827,6394681.350,100.000
"24684",560311.405,6394690.688,100.000
"24685",560314.984,6394700.026,100.000
"24686",560318.562,6394709.364,100.000
"24687",560322.141,6394718.702,100.000
"24688",560325.719,6394728.039,100.000
"24689",560329.298,6394737.377,100.000
"24690",560332.876,6394746.715,100.000
"24691",560336.455,6394756.053,100.000
"24692",560340.033,6394765.391,100.000
