Filename	Latitude	Longitude
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0204_frame_001799_sec_0_01_00.jpg	-31.932772760722823	148.95086509451772
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000000_sec_0_00_00.jpg	-31.9327515922487	148.950893785805
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000030_sec_0_00_01.jpg	-31.932735484745365	148.9507285813428
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000060_sec_0_00_02.jpg	-31.932721225451683	148.9505636496286
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000090_sec_0_00_03.jpg	-31.93270904897712	148.95040933543777
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000120_sec_0_00_04.jpg	-31.932693332657248	148.9502494333685
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000150_sec_0_00_05.jpg	-31.93267100988884	148.95009364262214
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000180_sec_0_00_06.jpg	-31.93264774113889	148.94992451710613
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000210_sec_0_00_07.jpg	-31.93261995286679	148.9497591281593
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000240_sec_0_00_08.jpg	-31.93260168962177	148.9495914405582
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000270_sec_0_00_09.jpg	-31.93257654575632	148.94942811171478
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000300_sec_0_00_10.jpg	-31.932563613820818	148.94927749838635
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000330_sec_0_00_11.jpg	-31.932549665663384	148.94914259090135
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000360_sec_0_00_12.jpg	-31.932541364729403	148.9489933488517
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000390_sec_0_00_13.jpg	-31.932526664296148	148.9488458236676
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000420_sec_0_00_14.jpg	-31.932516800724	148.94869658337916
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000450_sec_0_00_15.jpg	-31.93249180899	148.9485546225213
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000480_sec_0_00_16.jpg	-31.932467724680947	148.94839614361476
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000510_sec_0_00_17.jpg	-31.93245352908973	148.94822832114997
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000540_sec_0_00_18.jpg	-31.932428622935	148.94806930018606
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000570_sec_0_00_19.jpg	-31.93240002103151	148.9479137951788
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000600_sec_0_00_20.jpg	-31.93238076008853	148.9477738587185
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000630_sec_0_00_21.jpg	-31.93237143220376	148.9476302980074
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000660_sec_0_00_22.jpg	-31.932357236947883	148.94747887088025
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000690_sec_0_00_23.jpg	-31.93233114123343	148.94733155985358
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000720_sec_0_00_24.jpg	-31.932305009812097	148.9471675671637
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000750_sec_0_00_25.jpg	-31.932280793320434	148.94701171573234
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000780_sec_0_00_26.jpg	-31.9322579782829	148.9468477281554
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000810_sec_0_00_27.jpg	-31.932241714708496	148.94668878832837
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000840_sec_0_00_28.jpg	-31.932225856482933	148.94654078252609
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000870_sec_0_00_29.jpg	-31.932207118151666	148.94638708943512
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000900_sec_0_00_30.jpg	-31.93219041964042	148.94623966868951
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000930_sec_0_00_31.jpg	-31.93217930062675	148.94609510701113
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000960_sec_0_00_32.jpg	-31.932174401655747	148.9459585024419
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_000990_sec_0_00_33.jpg	-31.932160752229354	148.94582164767198
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001019_sec_0_00_34.jpg	-31.93214355757924	148.94569146507317
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001049_sec_0_00_35.jpg	-31.932125519561584	148.94554523226174
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001079_sec_0_00_36.jpg	-31.932108160058934	148.9454050173547
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001109_sec_0_00_37.jpg	-31.93209398443627	148.94525980557881
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001139_sec_0_00_38.jpg	-31.932080895979865	148.9451212252551
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001169_sec_0_00_39.jpg	-31.932067878761323	148.94498844325415
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001199_sec_0_00_40.jpg	-31.932052682337382	148.94484720695672
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001229_sec_0_00_41.jpg	-31.932035971594086	148.94470179307928
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001259_sec_0_00_42.jpg	-31.932017427616707	148.94455496666998
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001289_sec_0_00_43.jpg	-31.931998651069613	148.9443989073676
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001319_sec_0_00_44.jpg	-31.931973188152536	148.94424295323572
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001349_sec_0_00_45.jpg	-31.931959604666602	148.94409687247656
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001379_sec_0_00_46.jpg	-31.93194669340643	148.94395749688653
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001409_sec_0_00_47.jpg	-31.93192796478696	148.94382393352498
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001439_sec_0_00_48.jpg	-31.93190795248192	148.9437092633567
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001469_sec_0_00_49.jpg	-31.93189080084206	148.94359030106398
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001499_sec_0_00_50.jpg	-31.93188204402198	148.94345082968178
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001529_sec_0_00_51.jpg	-31.93187619196161	148.94330478369164
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001559_sec_0_00_52.jpg	-31.93185746444576	148.94315102412656
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001589_sec_0_00_53.jpg	-31.93183790523282	148.94299905631553
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001619_sec_0_00_54.jpg	-31.931821976685914	148.94284680531212
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001649_sec_0_00_55.jpg	-31.931802727988934	148.94272798799565
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001679_sec_0_00_56.jpg	-31.931785771594335	148.9426084979171
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001709_sec_0_00_57.jpg	-31.931771956765115	148.94248112418921
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001739_sec_0_00_58.jpg	-31.93175240740088	148.94234990013027
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001769_sec_0_00_59.jpg	-31.931732858036643	148.9422186760713
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0205_frame_001799_sec_0_01_00.jpg	-31.93171330867241	148.94208745201232
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000000_sec_0_00_00.jpg	-31.9317150861025	148.942092703655
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000030_sec_0_00_01.jpg	-31.931697967741624	148.94196164815705
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000060_sec_0_00_02.jpg	-31.931678681317695	148.9418313604411
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000090_sec_0_00_03.jpg	-31.931665002889982	148.94170776953004
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000120_sec_0_00_04.jpg	-31.93165056422353	148.9415834554286
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000150_sec_0_00_05.jpg	-31.931634249351877	148.94144569742514
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000180_sec_0_00_06.jpg	-31.931610430497642	148.94130998075056
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000210_sec_0_00_07.jpg	-31.93158822968599	148.94116669873674
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000240_sec_0_00_08.jpg	-31.931570781916346	148.94102680921506
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000270_sec_0_00_09.jpg	-31.93155393688937	148.94088407596624
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000300_sec_0_00_10.jpg	-31.93154843291271	148.94074918264482
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000330_sec_0_00_11.jpg	-31.931537880515677	148.94063322890594
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000360_sec_0_00_12.jpg	-31.93152152348308	148.940524736904
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000390_sec_0_00_13.jpg	-31.931505517652297	148.94040872977135
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000420_sec_0_00_14.jpg	-31.93149100128564	148.94028211684898
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000450_sec_0_00_15.jpg	-31.931476335553498	148.94014338520398
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000480_sec_0_00_16.jpg	-31.931457262784285	148.94000207461403
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000510_sec_0_00_17.jpg	-31.931436654198894	148.93986492924367
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000540_sec_0_00_18.jpg	-31.9314226011001	148.93973475879056
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000570_sec_0_00_19.jpg	-31.93140178732578	148.93960704381598
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000600_sec_0_00_20.jpg	-31.931384939700347	148.93947395235338
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000630_sec_0_00_21.jpg	-31.931364776613183	148.93932759351077
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000660_sec_0_00_22.jpg	-31.931343340817822	148.93918708020794
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000690_sec_0_00_23.jpg	-31.93132015756328	148.9390253530628
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000720_sec_0_00_24.jpg	-31.93129948787391	148.93886870384225
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000750_sec_0_00_25.jpg	-31.931281259749063	148.9387088979125
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000780_sec_0_00_26.jpg	-31.93127215683457	148.9385641611364
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000810_sec_0_00_27.jpg	-31.9312676015217	148.938451299313
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000840_sec_0_00_28.jpg	-31.93125615142282	148.93835910826954
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000870_sec_0_00_29.jpg	-31.9312462192867	148.93826435655362
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000900_sec_0_00_30.jpg	-31.93123515760522	148.93816003035795
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000930_sec_0_00_31.jpg	-31.93122177287936	148.93804631416717
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000960_sec_0_00_32.jpg	-31.93120706498621	148.93792898118463
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_000990_sec_0_00_33.jpg	-31.93119409969073	148.93780785773916
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001019_sec_0_00_34.jpg	-31.931180315053048	148.93768692569307
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001049_sec_0_00_35.jpg	-31.93117141258905	148.93755728908036
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001079_sec_0_00_36.jpg	-31.931157142703434	148.93742357486508
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001109_sec_0_00_37.jpg	-31.931140467658665	148.9373000464187
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001139_sec_0_00_38.jpg	-31.931129714501072	148.9371701205159
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001169_sec_0_00_39.jpg	-31.931116006700275	148.93704870317495
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001199_sec_0_00_40.jpg	-31.93109678354864	148.9369254098027
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001229_sec_0_00_41.jpg	-31.931088650177227	148.93678348849352
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001259_sec_0_00_42.jpg	-31.931070346369445	148.93663629040753
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001289_sec_0_00_43.jpg	-31.931060295863983	148.93650498515885
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001319_sec_0_00_44.jpg	-31.931060805397124	148.936408681375
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001349_sec_0_00_45.jpg	-31.931069672771685	148.93632999100345
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001379_sec_0_00_46.jpg	-31.931076106256853	148.93628779447158
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001409_sec_0_00_47.jpg	-31.931067141045794	148.93623955033266
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001439_sec_0_00_48.jpg	-31.93104698055985	148.93619136997438
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001469_sec_0_00_49.jpg	-31.93103092886881	148.93614728174444
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001499_sec_0_00_50.jpg	-31.931018515429468	148.93608969079096
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001529_sec_0_00_51.jpg	-31.93100635690615	148.9360051042069
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001559_sec_0_00_52.jpg	-31.930994512111926	148.93591003385018
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001589_sec_0_00_53.jpg	-31.930977468313632	148.93579218647318
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001619_sec_0_00_54.jpg	-31.930959826231977	148.93566330398366
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001649_sec_0_00_55.jpg	-31.93094124463947	148.93552223148163
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001679_sec_0_00_56.jpg	-31.930928462949616	148.93538760216035
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001709_sec_0_00_57.jpg	-31.930914575971695	148.93526516751933
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001739_sec_0_00_58.jpg	-31.930905850075217	148.93513495029518
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001769_sec_0_00_59.jpg	-31.93089712417874	148.93500473307103
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0206_frame_001799_sec_0_01_00.jpg	-31.930888398282264	148.93487451584687
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000000_sec_0_00_00.jpg	-31.9308886304498	148.93485895358
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000030_sec_0_00_01.jpg	-31.930870344322216	148.9347128748614
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000060_sec_0_00_02.jpg	-31.93085673764346	148.9345629599128
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000090_sec_0_00_03.jpg	-31.930835946584168	148.9344227758512
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000120_sec_0_00_04.jpg	-31.930820766873644	148.93428848393302
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000150_sec_0_00_05.jpg	-31.930807273602106	148.93416328160063
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000180_sec_0_00_06.jpg	-31.93079678976904	148.93403421739066
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000210_sec_0_00_07.jpg	-31.930786925610125	148.93390155055522
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000240_sec_0_00_08.jpg	-31.93077031150465	148.93376649320095
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000270_sec_0_00_09.jpg	-31.930753491707137	148.9336242084675
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000300_sec_0_00_10.jpg	-31.930732331424935	148.9334742581473
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000330_sec_0_00_11.jpg	-31.930709519069648	148.93332270378286
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000360_sec_0_00_12.jpg	-31.930687552616018	148.93316881790713
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000390_sec_0_00_13.jpg	-31.93066707160326	148.93301428411152
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000420_sec_0_00_14.jpg	-31.930658725909883	148.93286092378193
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000450_sec_0_00_15.jpg	-31.93065336300056	148.93270864547185
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000480_sec_0_00_16.jpg	-31.93063734367488	148.93256225377309
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000510_sec_0_00_17.jpg	-31.93061678940435	148.93241712195777
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000540_sec_0_00_18.jpg	-31.9306108694337	148.93227820415086
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000570_sec_0_00_19.jpg	-31.930602390468092	148.93214979934496
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000600_sec_0_00_20.jpg	-31.930593617632958	148.93201945647607
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000630_sec_0_00_21.jpg	-31.930582322431686	148.93187889514513
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000660_sec_0_00_22.jpg	-31.930560895856477	148.93174110269203
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000690_sec_0_00_23.jpg	-31.93054553970696	148.93160234757678
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000720_sec_0_00_24.jpg	-31.930530045256067	148.93146803118248
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000750_sec_0_00_25.jpg	-31.93051230814305	148.93133421870894
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000780_sec_0_00_26.jpg	-31.930496512614226	148.9312009602781
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000810_sec_0_00_27.jpg	-31.930480117108686	148.93107005146334
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000840_sec_0_00_28.jpg	-31.930471275039068	148.93093832574763
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000870_sec_0_00_29.jpg	-31.930452715409942	148.93080403726515
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000900_sec_0_00_30.jpg	-31.93043903606015	148.93067981963952
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000930_sec_0_00_31.jpg	-31.930419905455775	148.93056474507796
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000960_sec_0_00_32.jpg	-31.930403432920613	148.93043747819968
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_000990_sec_0_00_33.jpg	-31.930388591336104	148.9303002795203
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001019_sec_0_00_34.jpg	-31.930372126428367	148.93016239401956
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001049_sec_0_00_35.jpg	-31.9303545014905	148.93001161813248
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001079_sec_0_00_36.jpg	-31.930333633518792	148.92985931944975
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001109_sec_0_00_37.jpg	-31.93032177611253	148.92970133129512
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001139_sec_0_00_38.jpg	-31.930302487000805	148.9295435904401
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001169_sec_0_00_39.jpg	-31.93028505598379	148.92938508331736
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001199_sec_0_00_40.jpg	-31.930271313708253	148.92922401931278
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001229_sec_0_00_41.jpg	-31.93026022701521	148.9290674494679
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001259_sec_0_00_42.jpg	-31.930247580078454	148.92892072863143
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001289_sec_0_00_43.jpg	-31.930227835454957	148.9287577175766
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001319_sec_0_00_44.jpg	-31.930205322629778	148.92860452000667
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001349_sec_0_00_45.jpg	-31.93018812254538	148.92844440114519
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001379_sec_0_00_46.jpg	-31.930170845160273	148.92828856097353
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001409_sec_0_00_47.jpg	-31.93014752473871	148.9281235074088
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001439_sec_0_00_48.jpg	-31.930124627348984	148.92795112189046
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001469_sec_0_00_49.jpg	-31.930107928060956	148.9277755171163
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001499_sec_0_00_50.jpg	-31.930091018973854	148.92760553526622
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001529_sec_0_00_51.jpg	-31.9300714829117	148.92744093890812
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001559_sec_0_00_52.jpg	-31.930052576221524	148.9272821869054
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001589_sec_0_00_53.jpg	-31.93002788908592	148.92712385260376
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001619_sec_0_00_54.jpg	-31.93001073653812	148.92700676839692
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001649_sec_0_00_55.jpg	-31.92999984186054	148.92687991404796
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001679_sec_0_00_56.jpg	-31.929989567340392	148.926756987747
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001709_sec_0_00_57.jpg	-31.929981177759338	148.92662629822695
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001739_sec_0_00_58.jpg	-31.92996934745736	148.926489956095
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001769_sec_0_00_59.jpg	-31.929957517155376	148.92635361396304
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0207_frame_001799_sec_0_01_00.jpg	-31.929945686853397	148.9262172718311
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000000_sec_0_00_00.jpg	-31.9299387093633	148.926195167005
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000030_sec_0_00_01.jpg	-31.92991857904938	148.92604321944563
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000060_sec_0_00_02.jpg	-31.929904816132012	148.92589177446402
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000090_sec_0_00_03.jpg	-31.929889637259777	148.92574022538022
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000120_sec_0_00_04.jpg	-31.929876976311206	148.92560975309488
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000150_sec_0_00_05.jpg	-31.929866388626394	148.9254784514195
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000180_sec_0_00_06.jpg	-31.92985262101516	148.92534831248227
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000210_sec_0_00_07.jpg	-31.929837577762058	148.92520334654472
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000240_sec_0_00_08.jpg	-31.9298190345615	148.92506096139516
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000270_sec_0_00_09.jpg	-31.929800380971308	148.92491814474533
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000300_sec_0_00_10.jpg	-31.92977879522369	148.92475537313163
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000330_sec_0_00_11.jpg	-31.92976327227426	148.92460095777128
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000360_sec_0_00_12.jpg	-31.929747677408134	148.92445138145257
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000390_sec_0_00_13.jpg	-31.929733097925805	148.9243314297959
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000420_sec_0_00_14.jpg	-31.929726398605816	148.92422006959066
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000450_sec_0_00_15.jpg	-31.9297205489594	148.92410712721792
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000480_sec_0_00_16.jpg	-31.929710744395813	148.92398787997695
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000510_sec_0_00_17.jpg	-31.92970154752022	148.92385674216766
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000540_sec_0_00_18.jpg	-31.929684539381437	148.9237111058457
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000570_sec_0_00_19.jpg	-31.929668946694537	148.92356188357832
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000600_sec_0_00_20.jpg	-31.929658366553436	148.92341048754798
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000630_sec_0_00_21.jpg	-31.929647274948664	148.9232614708038
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000660_sec_0_00_22.jpg	-31.929631444048105	148.92311215415617
Line 1_Denmire Trail to Goonoo W Bndry_GRMN0208_frame_000690_sec_0_00_23.jpg	-31.929613078963026	148.92296051756438
